0,IMG_ID,2,3,4,5,6,7,8,9,10,11,LON,LAT,14,15,16,17,18,19,20,21,22,23,24
199,5955415539.jpg,2156391ad94fd2a5962c4961b0f4ac,71501437@N00,randylane,50:56.0,1311112737,NIKON+CORPORATION+NIKON+D90,DSC_0066,,"galveston,lane,reunion,texas,the+strand",,-94.829177,29.278613,10,http://www.flickr.com/photos/71501437@N00/5955415539/,http://farm7.staticflickr.com/6122/5955415539_708cab7c84.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,6122,7,708cab7c84,da993b8270,jpg,0
213,7111005721.jpg,967e2c2ca062fb5342cf24d5caec14b,8502118@N08,rwoan,33:20.0,1335308255,Canon+EOS+7D,Egret,,"birds,japan,kyoto,kyoto+prefecture",,135.76765,34.989036,16,http://www.flickr.com/photos/8502118@N08/7111005721/,http://farm8.staticflickr.com/7255/7111005721_7b8a727336.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,7255,8,7b8a727336,91fe861627,jpg,0
261,4710501494.jpg,78b2915d2a5f69322f9ca732e8e51125,40816413@N07,Ronald+Due%C3%B1as,31:02.0,1276816523,NIKON+CORPORATION+NIKON+D300S,Directivos+del+sector+de+Comercio%2C+Industria+y+Turismo,Oscar+Rueda%2C+Viceministro+de+Turismo+y+Gabriel+Duque%2C+Viceministro+de+Comercio+Exterior.,"gabriel+duque,oscar+rueda",,-74.071176,4.61497,15,http://www.flickr.com/photos/40816413@N07/4710501494/,http://farm5.staticflickr.com/4070/4710501494_6d4e1fde9d.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,4070,5,6d4e1fde9d,8584c61e03,jpg,0
276,5653220171.jpg,d2735ed95aa3c1af824dd9b6f529f033,59236851@N02,S%C3%B6rmlands+museum,00:00.0,1303738924,,SLM_OH0097-12,N%C3%A4vekvarns+nya+bro%2C+1963.%0AFotograf%3A+Olle+Hagelroth%0A%0AThe+new+bridge+in+N%C3%A4vekvarn%2C+Sweden%2C+1963.%0APhotographer%3A+Olle+Hagel+Roth%0A%0A%3Ca+href%3D%22http%3A%2F%2Fwww.sormlandsmuseum.se%22+rel%3D%22nofollow%22%3Ewww.sormlandsmuseum.se%3C%2Fa%3E,"60-tal,bro,n%C3%A4vekvarn,olle+hagelroth,s%C3%B6rmlands+museum",,16.795778,58.634969,12,http://www.flickr.com/photos/59236851@N02/5653220171/,http://farm6.staticflickr.com/5301/5653220171_f12bcd14fe.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,5301,6,f12bcd14fe,c6423fa217,jpg,0
295,10593624805.jpg,cc4ba28615d5b8afa40de29233d1d78,30751204@N06,mike.green,00:00.0,1383235764,Canon+EOS+5D+Mark+II,IMG_5390,,,,2.394075,48.862173,14,http://www.flickr.com/photos/30751204@N06/10593624805/,http://farm8.staticflickr.com/7306/10593624805_a123f9a994.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,7306,8,a123f9a994,7a130480c8,jpg,0
305,5377288276.jpg,f28ea4705e8b5116ef826777f7f43db,27793548@N06,Morgan+Rochele,15:11.0,1295674120,Canon+EOS+DIGITAL+REBEL+XTi,,,"bay+area,california,california+trip",,-122.512321,37.780755,13,http://www.flickr.com/photos/27793548@N06/5377288276/,http://farm6.staticflickr.com/5005/5377288276_4bbc892e99.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,5005,6,4bbc892e99,410ef06406,jpg,0
317,10082270546.jpg,88747e5bd98e6e4c287537461a27e8,104131654@N05,evanforget,28:45.0,1380880584,NIKON+CORPORATION+NIKON+D90,Scorpions,Photographie+de+Scropions.,"blac,blanc,concert,d90,evan,festival,forget,hard,hellfest,nikon,noir,photo,rock,scene,scorpions,white",,-1.286945,47.102264,13,http://www.flickr.com/photos/104131654@N05/10082270546/,http://farm4.staticflickr.com/3828/10082270546_e39aefd452.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,3828,4,e39aefd452,a049a0e2d3,jpg,0
324,2636860201.jpg,51315092523af37626312df911df1f5e,8819274@N04,Marufish,40:56.0,1215209918,NIKON+CORPORATION+NIKON+D50,DSC_4082,The+White+Forest%0A%0ATokyo+Christmas+illumination+2007,"christmas,illumination",,139.754676,35.659109,11,http://www.flickr.com/photos/8819274@N04/2636860201/,http://farm4.staticflickr.com/3109/2636860201_aab762facd.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,3109,4,aab762facd,27d496ba0b,jpg,0
329,8419450931.jpg,d9dd782faf24f6cb5450e33f71390,10354154@N05,AJ+Yakstrangler,26:21.0,1359300392,Canon+PowerShot+G12,26+Jan+2013+Show+no+Mercy+The+Sal30,,"nottingham,yakstrangler,ye+olde+salutation+inn%2C+nottingham%2C+england",,-1.151944,52.951165,16,http://www.flickr.com/photos/10354154@N05/8419450931/,http://farm9.staticflickr.com/8516/8419450931_44a121086f.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,8516,9,44a121086f,219c838204,jpg,0
336,5312496877.jpg,272e5cfc753ecd9210ebb78314db4c,46987429@N03,JOSE-MARIA+MORENO+GARCIA+%3D+FOTOGRAFO+HUMANISTA,29:04.0,1293906075,NIKON+CORPORATION+NIKON+D700,SAN+SILVESTRE+TOLEDANA+2010,San+silvestre+toledana+2010,"aft,jose+maria+moreno+garcia,san+silvestre,san+silvestre+toledo,toledo,www.josemariamorenogarcia.es,www.madridejos.net",,-4.025134,39.862783,16,http://www.flickr.com/photos/46987429@N03/5312496877/,http://farm6.staticflickr.com/5007/5312496877_9b6d4db7fc.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,5007,6,9b6d4db7fc,09b2b770fa,jpg,0
344,8253564394.jpg,237e56cb7719fcc816538f7f34d945a,23036649@N06,Nat+Ireland,30:22.0,1354915822,,Moody+Cheshire+%23cheshire+%23england+%23countryside+%23nationaltrust+%23landscape+%23sunset,,"instagram+app,iphoneography,lord+kelvin,square,square+format","foursquare%3Avenue%3D4ade0e04f964a520586e21e3,uploaded%3Aby%3Dinstagram",-2.05719,53.339551,16,http://www.flickr.com/photos/23036649@N06/8253564394/,http://farm9.staticflickr.com/8339/8253564394_3a27bfdbfa.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,8339,9,3a27bfdbfa,2dfa2788ef,jpg,0
353,4349295488.jpg,811b33eff7c874d362f78413490e4d2,40703341@N00,taiweihsu,41:41.0,1265909121,SONY+DSC-WX1,DSC02450,,,,-0.135778,51.496619,16,http://www.flickr.com/photos/40703341@N00/4349295488/,http://farm3.staticflickr.com/2799/4349295488_75ac0e6c6d.jpg,Attribution-NoDerivs License,http://creativecommons.org/licenses/by-nd/2.0/,2799,3,75ac0e6c6d,e22e210d9c,jpg,0
355,2397482849.jpg,60c4620e6c9ad48de2a6090d6a36cb4,10234308@N05,ekainj,14:03.0,1207641934,SONY+DSLR-A100,CaixaForum.+Herzog+%26+de+Meuron+%28Madrid%2C+2008%29,,"%C3%A9p%C3%ADt%C3%A9szet,%CE%B1%CF%81%CF%87%CE%B9%CF%84%CE%B5%CE%BA%CF%84%CE%BF%CE%BD%CE%B9%CE%BA%CE%AE,%D0%B0%D1%80%D1%85%D0%B8%D1%82%D0%B5%D0%BA%D1%82%D1%83%D1%80%D0%B0,%E5%BB%BA%E7%AF%89,architecture,architectuur,architektur,architettura,arhitektura,arkitekt%C3%BAr,arkitektur,arkitektura,arkitekturen,arkkitehtuuri,arquitectura,arquitectura+moderna,arquitetura,building,caixaforum,ekain,ekainj,el+prado,forum,herzog,herzog+%26+demeuron,madrid,meuron,modern,modern+architecture,moderna,moderno,paseo+del+prado,pic,picture",,-3.693176,40.41098,16,http://www.flickr.com/photos/10234308@N05/2397482849/,http://farm3.staticflickr.com/2406/2397482849_66812f6cf5.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,2406,3,66812f6cf5,e8de6a8966,jpg,0
359,6789552601.jpg,de87573493bea612dcf14d5858303d94,13523064@N03,llee_wu,36:47.0,1327935228,NIKON+CORPORATION+NIKON+D3X,Peach+Flower,,"2012,flower,peach",,113.268236,23.151933,16,http://www.flickr.com/photos/13523064@N03/6789552601/,http://farm8.staticflickr.com/7175/6789552601_bf02b83984.jpg,Attribution-NoDerivs License,http://creativecommons.org/licenses/by-nd/2.0/,7175,8,bf02b83984,6bcb18b051,jpg,0
377,8309889621.jpg,e4496af4ffad5be483cdef45f35b8d1,30058939@N05,smalloranges,39:57.0,1356532078,Panasonic+DMC-LX5,%E6%A6%95,,,,100.754241,21.977434,9,http://www.flickr.com/photos/30058939@N05/8309889621/,http://farm9.staticflickr.com/8351/8309889621_32406f403b.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,8351,9,32406f403b,869ed3b190,jpg,0
378,13137609893.jpg,3d2417e18830c6406c2fe25bead97ef,94831441@N04,Sylvain+M%C3%A9nard,39:41.0,1394759130,SONY+DSC-HX5V,Centre+de+commerce+mondial+de+Montr%C3%A9al,Art+souterrain+2014%2C+Montr%C3%A9al%0A%3Ca+href%3D%22http%3A%2F%2Fwww.artsouterrain.com%2F%22+rel%3D%22nofollow%22%3Ewww.artsouterrain.com%2F%3C%2Fa%3E,"art+souterrain,can,canada,centre+de+commerce+mondial+de+montr%C3%A9al,montr%C3%A9al,qu%C3%A9bec",,-73.560473,45.502225,16,http://www.flickr.com/photos/94831441@N04/13137609893/,http://farm4.staticflickr.com/3802/13137609893_9d1f45b64b.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,3802,4,9d1f45b64b,5655e70be1,jpg,0
383,7887236728.jpg,beb12c8654c257177298bc29e685f8b,71948543@N03,CherryPoint,21:39.0,1346247369,Canon+EOS+5D+Mark+II,Bronze+Star+to+Lt.+Col.+Allen+D.+Grinalds,U.S.+Marine+Maj.+Gen.+Glenn+M.+Walters%2C+commanding+general%2C+2d+Marine+Aircraft+Wing%2C+speaks+before+awarding+a+Bronze+Star+to+Lt.+Col.+Allen+D.+Grinalds%2C+aviation+training+standardization+officer%2C+Marine+Wing+Headquarter+Squadron+2%2C+Marine+Corps+Air+Station+Cherry+Point+N.C.%2C+August+21%2C+2012.+Grinalds+was+presented+a+Bronze+Star%2C+the+9th+highest+military+award%2C+for+his+performance+as+commanding+officer+of+Marine+Light+Attack+Squadron+269+while+in+a+combat+environment.+%28U.S.+Marine+Corps+photo+by+Lance+Cpl.+Yosselyn+A.+Munnerlyn%2FReleased%29,"bronze+star,cherry+point,ltcol.+grinalds,marine+corps,mcas+cherry+point,n.c.,u.s.a.",,-76.906099,34.883636,16,http://www.flickr.com/photos/71948543@N03/7887236728/,http://farm9.staticflickr.com/8446/7887236728_289e8bf03b.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,8446,9,289e8bf03b,277018612f,jpg,0
398,8791742443.jpg,6393cfd5afc464315e46cfb38e213c,9036889@N06,milst1,49:57.0,1369317747,Apple+iPhone+5,,,,"flickriosapp%3Afilter%3Dnofilter,uploaded%3Aby%3Dflickr_mobile",-76.622334,39.2835,16,http://www.flickr.com/photos/9036889@N06/8791742443/,http://farm9.staticflickr.com/8136/8791742443_1c312fd955.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,8136,9,1c312fd955,899766368b,jpg,0
420,6178090349.jpg,645f938e2427049c08866b94844889e,83843456@N00,timmyjimi,36:50.0,1316885949,Palm+Pixi,Mindy+Smith+%40+Cactus+Cafe,%3Ca+href%3D%22http%3A%2F%2Fwww.mindysmith.net%2F%22+rel%3D%22nofollow%22%3Ewww.mindysmith.net%2F%3C%2Fa%3E,concert,,-97.741389,30.286111,16,http://www.flickr.com/photos/83843456@N00/6178090349/,http://farm7.staticflickr.com/6164/6178090349_8570156c9b.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,6164,7,8570156c9b,6ae70478eb,jpg,0
424,5623082341.jpg,7a1f7fb8683331fdd7a64c922cc19048,48745248@N00,limaoscarjuliet,31:44.0,1302926288,Canon+EOS+5D,california,,,,-122.093081,37.411993,14,http://www.flickr.com/photos/48745248@N00/5623082341/,http://farm6.staticflickr.com/5068/5623082341_8207079fda.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,5068,6,8207079fda,ed00026096,jpg,0
430,5896609884.jpg,54ff2e7fd0e8cb10b7f2359d6a304549,10660887@N06,Mark+Ellam,34:13.0,1309680374,Apple+iPhone+4,Longton+Beer+Festival,,"gladstone+pottery+museum,longton,stoke-on-trent",,-2.131905,52.986968,16,http://www.flickr.com/photos/10660887@N06/5896609884/,http://farm6.staticflickr.com/5263/5896609884_a3cd1e91dd.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,5263,6,a3cd1e91dd,fba7326838,jpg,0
443,4732310112.jpg,a2cae1ceedac855aafdc7c854b5048f8,26262296@N08,stephen_bolen,31:29.0,1277438605,Apple+iPhone+3G,IMG_5039,,,,-90.303667,38.591166,16,http://www.flickr.com/photos/26262296@N08/4732310112/,http://farm2.staticflickr.com/1173/4732310112_bbe512e8df.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1173,2,bbe512e8df,2ea4d3c2b8,jpg,0
449,8676997957.jpg,50214bbd4c47e6ab3f7a38fceaef99,39931335@N06,Pank+Seelen,10:38.0,1366804030,Canon+EOS+60D,Reflection,The+reflection+of+the+Matthias+Curch+in+the+windows+of+a+building.%0A%0AMatthias+Church+%28Hungarian%3A+M%C3%A1ty%C3%A1s-templom%29+is+a+church+located+in+Budapest%2C+Hungary%2C+in+front+of+the+Fisherman%27s+Bastion+at+the+heart+of+Buda%27s+Castle+District.+According+to+church+tradition%2C+it+was+originally+built+in+Romanesque+style+in+1015.,"boedapest,budapest,church,hongarije,hungary,m%C3%A1ty%C3%A1s,matthias,templom,travel",,19.034585,47.502626,14,http://www.flickr.com/photos/39931335@N06/8676997957/,http://farm9.staticflickr.com/8259/8676997957_43b3e06aea.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,8259,9,43b3e06aea,4ffdb97a2d,jpg,0
496,241248152.jpg,eed8c881a8d96bfdda1abe26aa38f4a,34399273@N00,Chealion,42:37.0,1158036746,Canon+PowerShot+A620,Calgary+Airport+Terminal,It+should+be+noted+that+the+heat+waves+made+all+the+pictures+of+the+terminal+look+this+way.+What+I%27d+have+done+for+an+SLR+with+a+haze+filter.,"airplane,airport,calgary,calgary+airport",,-114.041111,51.12597,15,http://www.flickr.com/photos/34399273@N00/241248152/,http://farm1.staticflickr.com/84/241248152_5267e669f7.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,84,1,5267e669f7,5267e669f7,jpg,0
507,2766660672.jpg,d38ec75fc3c73ac223482a21b637fb84,22753910@N05,paisleyorguk,44:28.0,1218838901,Canon+EOS+350D+DIGITAL,Foxbar+and+Erskine+Bridge+HDR,another+wee+play+with+HDR%2C+Im+learning+all+the+time...+Overlooking+Foxbar%2C+the+Phoenix+retail+park+and+you+can+see+the+Erskine+Bridge+away+in+the+background%0A%0AI+may+be+trying+to+run+before+I+can+even+crawl+with+photograhy+but+there+is+so+much+to+do+and+learn+and+Im+enjoying+it...,"erskine+bridge,foxbar,foxbar+high+flats,hdr,heriot,paisley,primary,renfrewshire,scotland",,-4.467315,55.814798,14,http://www.flickr.com/photos/22753910@N05/2766660672/,http://farm4.staticflickr.com/3083/2766660672_8bdfc088a6.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,3083,4,8bdfc088a6,73f24eba4e,jpg,0
526,5982428132.jpg,f96ee5ec1995fa9898756174708e2a9,16801915@N06,Reading+Tom,02:42.0,1311795410,Panasonic+DMC-TZ3,Jack%27s+Barbecue,On+Broadway+in+Nashville.,nashville,,-86.777658,36.160854,16,http://www.flickr.com/photos/16801915@N06/5982428132/,http://farm7.staticflickr.com/6018/5982428132_96150f747d.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,6018,7,96150f747d,baf4cfc6ff,jpg,0
557,8042343438.jpg,ff8d57e02ad8de33f6d1dad1b2d2beac,53326337@N00,quinn.anya,48:57.0,1349067196,Canon+EOS+REBEL+T2i,The+aliens+have+landed,,"aliens,aliens+have+landed,art,berkeley,carbon+warehouse,endless+canvas,exhibit,invasion,landed,mural,painting,spaceships,special+delivery,spray+paint,street+art",,-122.303199,37.87807,16,http://www.flickr.com/photos/53326337@N00/8042343438/,http://farm9.staticflickr.com/8038/8042343438_9f0e85dc81.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,8038,9,9f0e85dc81,640ef07270,jpg,0
